objectid,remark,kode2,id,nama_danau,lokasi,provinsi,luas_ha_,klasifikas,tipe,pot_mw
1,Danau/Situ,34A,ID-AC.2,Danau Aneuk Laot,"Kec. Sukakarya, Kab. Sabang",Aceh,45.44,Kecil,Vulkanik,2.27200007
2,Danau/Situ,35A,ID-AC.12,Waduk Keuliling,"Kec. Kotacoglie, Kab. Aceh Besar",Aceh,258.55,Kecil,Buatan,12.92749977
3,Danau/Situ,36A,ID-AC.9,Danau Geuanggeudang,"Kec. Kaway Enambelas, Kab. Aceh Barat",Aceh,33.05,Kecil,Paparan banjir,1.65250003
4,Danau/Situ,38A,ID-AC.18,Danau Laut Penang Suasa,Kab. Aceh Jaya,Aceh,46.11,Kecil,-,2.30550003
5,Danau/Situ,54A,ID-AC.13,Waduk Krueng Nalan,"Kec. Jeunieb dan Peulimbang, Kab. Bireun",Aceh,20.69,Kecil,Buatan,1.0345
6,Danau/Situ,60A,ID-AC.27,Danau Paya Laot,"Kec. Bireun, Kab. Aceh Jaya",Aceh,73.96,Kecil,-,3.69799995
7,Danau/Situ,62A,ID-AC.40,Noname,"Kec. Beutong, Kab. Nagan Raya",Aceh,24.61,Kecil,-,1.23049998
8,Danau/Situ,82A,ID-AC.19,Danau Laut Tawar,Kab. Aceh Tengah,Aceh,5909.76,Sedang,Tekto-Vulkanik,295.48800659
9,Danau/Situ,84A,ID-AC.6,Waduk Dam V,"Kec. Cotgirek, Kab. Aceh Utara",Aceh,47.01,Kecil,Buatan,2.35050011
10,Danau/Situ,122A,ID-AC.20,Danau Lautbangko,"Kec. Bakongan, Kab. Aceh Selatan",Aceh,127.12,Kecil,-,6.35599995
11,Danau/Situ,133A,ID-AC.31,Danau Sungara,"Kec. Kota Baharu, Kab. Aceh Singkil",Aceh,77.83,Kecil,-,3.8915
12,Danau/Situ,134A,ID-AC.1,Danau Anaklaut Indah,"Kec. Singkil dan Singkil Utara, Kab. Aceh Singkil",Aceh,909.9,Kecil,Laguna,45.49499893
13,Danau/Situ,135A,ID-AC.3,Danau Bungara,"Kec. Kota Baharu, Kab. Aceh Singkil",Aceh,24.03,Kecil,-,1.20150006
14,Danau/Situ,165A,ID-LA.7,Danau Jepara,"Kec. Way Jepara, Kab. Lampung Timur",Lampung,206.24,Kecil,-,10.31200027
15,Danau/Situ,167A,ID-LA.13,Tasik Batutegi,"Kec. Aimaningan dan Ulubelu, Kab. Tanggamus",Lampung,1335.26,Sedang,Buatan,66.76300049
16,Danau/Situ,182A,ID-LA.1,Danau Asam,"Kec. Suoh dan Bandar Negeri Suoh, Kab. Lampung Barat",Lampung,120.73,Kecil,-,6.03649998
17,Danau/Situ,200A,ID-LA.4,Danau Beringin Indah,"Kec. Sukadana, Kab. Lampung Timur",Lampung,36.39,Kecil,-,1.81949997
18,Danau/Situ,233A,ID-LA.26,Bendungan Damtirtasinta,"Kec. Kotabumi Utara, Kab. Lampung Utara",Lampung,87.86,Kecil,-,4.39300013
19,Danau/Situ,234A,ID.LA.28,Waduk Wayrarem,"Kec. Abung Tengah, Kab.Lampung Utara",Lampung,928.92,Kecil,-,46.44599915
20,Danau/Situ,236A,ID.LA.27,Bendungan Waytulungmas,"Kec. Sangkaijaya, Kab. Lampung Utara",Lampung,37.92,Kecil,-,1.89600003
21,Danau/Situ,244A,ID-SB.15,Noname,"Kec. Pagai Selatan, Kab. Kepulauan Mentawai",Sumatera Barat,29.7,Kecil,-,1.48500001
22,Danau/Situ,281A,ID-AC.7,Danau Elauloh,"Kec. Simuelue, Kab. Simeulue",Aceh,160.71,Kecil,-,8.03549957
23,Danau/Situ,292A,ID-BE.5,Danau Lebar,"Kec. Teras Terunjam, Kab. Muko-Muko",Bengkulu,43.5,Kecil,-,2.17499995
24,Danau/Situ,326A,ID-SB.3,Danau Dibawah,"Kec. Danau Kembar, Kab. Solok",Sumatera Barat,1140.16,Sedang,Tektonik,57.00799942
25,Danau/Situ,422A,ID-SB.10,Danau Singkarak,"Kec. Batipuh Selatan, Rambatan, Junjung Sirih, dan Sepuluh Koto Singkarak, Kab. Tanah Datar dan Solok",Sumatera Barat,10919.08,Besar,Tektonik,545.95397949
26,Danau/Situ,450A,ID-SB.8,Danau Maninjau,"Kec. Tanjung Raya, Kab. Agam",Sumatera Barat,9874.56,Sedang,Vulkanik,493.72799683
27,Danau/Situ,457A,ID-SB.12,Danau Talang,"Kec. Danau Kembar, Kab. Solok",Sumatera Barat,102.15,Kecil,Vulkanik,5.10750008
28,Danau/Situ,570A,ID-LA.9,Danau Lebar,"Kec. Suoh, Kab. Lampung Barat",Lampung,68.05,Kecil,-,3.40249991
29,Danau/Situ,584A,ID-BE.7,Danau Nibung,"Kec. Kota Muko-Muko, Kab. Muko-Muko",Bengkulu,35.05,Kecil,-,1.75250006
30,Danau/Situ,669A,ID-BE.3,Danau Dendam Tak Sudah,"Kec. Singaranpati, Kab. Bengkulu",Bengkulu,49.8,Kecil,-,2.49000001
31,Danau/Situ,728A,ID-SU.31,Danau Tinggal,"Kec. Muara Batang Gadis, Kab. Mandailing Natal",Sumatera Utara,121.79,Kecil,-,6.08949995
32,Danau/Situ,759A,ID-SU.10,Danau Pandan,"Kec. Pinangsori, Kab. Tapanuli Tengah",Sumatera Utara,105.89,Kecil,-,5.29449987
33,Danau/Situ,760A,ID-SU.19,Danau Siais,"Kec. Angkoasangkunur, Kab. Tapanuli Selatan",Sumatera Utara,951.66,Kecil,-,47.58300018
34,Danau/Situ,1008A,ID-SB.6,Danau Laut Tinggal,"Kec. Lembahmelintang, Kab. Pasaman Barat",Sumatera Barat,124.03,Kecil,-,6.20149994
35,Danau/Situ,1286A,ID-SU.5,Danau Laukawar,"Kec. Namanteran, Kab. Karo",Sumatera Utara,112.63,Kecil,Vulkanik,5.63149977
36,Danau/Situ,1287A,ID-SU.22,Danau Siombak,"Kec. Medan Marelan, Kab. Medan",Sumatera Utara,26.5,Kecil,-,1.32500005
37,Danau/Situ,1339A,ID-SU.2,Danau Aek Natonang,"Kec. Simanido, Kab. Samosir",Sumatera Utara,26.51,Kecil,-,1.32550001
38,Danau/Situ,1342A,ID-AC.23,Danau Paris,"Kec. Danauparis, Kab. Aceh Singkil",Aceh,57.26,Kecil,-,2.86299992
39,Danau/Situ,1344A,ID-SU.32,Danau Toba,"Kab. Karo, Simalungun, Toba Samosir, Tapanuli Utara, Humbang Hasundutan, Samosir, dan Dairi",Sumatera Utara,114109.44,Sangat besar,Tekto-Vulkanik,5705.47021484
40,Danau/Situ,1626A,ID-SB.2,Danau Diatas,"Kec. Lembah Gumanti dan Danau Kembar, Kab. Solok",Sumatera Barat,1216.57,Sedang,Tektonik,60.82849884
41,Danau/Situ,1627A,ID-BE.6,Danau Mas,"Kec. Singdang Kelilingi, Kab. Rejang Lebong",Bengkulu,33.51,Kecil,-,1.67550004
42,Danau/Situ,1655A,ID-SS.4,Danau Cinta,"Kec. Lawang Kidul, Kab. Muara Enim",Sumatera Selatan,43.13,Kecil,-,2.1565001
43,Danau/Situ,1660A,ID-JA.7,Danau Gunungtujuh,"Kec. Gunungtujuh, Kab. Kerinci",Jambi,984.15,Kecil,Vulkanik,49.20750046
44,Danau/Situ,1706A,ID-JA.3,Danau Dipatiampat,"Kec. Jangkat, Kab. Merangin",Jambi,272.45,Kecil,-,13.62250042
45,Danau/Situ,1708A,ID-JA.19,Danau Pauh,"Kec. Jangkat, Kab. Merangin",Jambi,50.05,Kecil,-,2.50250006
46,Danau/Situ,1711A,ID-JA.17,Danau Lebakdatuk,"Kec. Lembah Masurai, Kab. Merangin",Jambi,21.17,Kecil,-,1.05850005
47,Danau/Situ,1887A,ID-SS.12,Danau Rakihan,"Kec. Sindang Danau, Kab. Ogan Komering Ulu Selatan",Sumatera Selatan,26.98,Kecil,-,1.34899998
48,Danau/Situ,1888A,ID-SS.16,Danau Raya,"Kec. Rupit, Kab. Musi Rawas Utara",Sumatera Selatan,32.67,Kecil,-,1.63349998
49,Danau/Situ,2279A,ID-SS.9,Danau Lebakdatuk,"Kec. Sinar Peninjauan dan Madang Suku Satu, Kab. Ogan Komering Ulu",Sumatera Selatan,446.63,Kecil,-,22.3314991
50,Danau/Situ,2825A,ID-KT.7,Danau Besar,"Kec. 	Teweh Selatan	, 	Kab. 	Barito Utara",Kalimantan Tengah,34.42,Kecil,-,1.72099996
51,Danau/Situ,2954A,ID-JA.22,Danau Sipin,"Kec. Telanaipura, Kota Jambi",Jambi,117.47,Kecil,Oxbow,5.87349987
52,Danau/Situ,2955A,ID-JA.24,Danau Teluk,"Kec. Danau Teluk, Kota Jambi",Jambi,73.06,Kecil,-,3.65300012
53,Danau/Situ,2964A,ID-RI.5,Danau Barumudik,"Kec. Kampar Kiri Tengah, Kab. Kampar",Riau,25.41,Kecil,Oxbow,1.27049994
54,Danau/Situ,2965A,ID-RI.8,Danau Belanti,"Kec. Kampar Kiri Hilir, Kab. Kampar",Riau,21.34,Kecil,Oxbow,1.06700003
55,Danau/Situ,2970A,ID-RI.31,Danau Lubuksiam,"Kec. Perhentian Raja, Kab. Kampar",Riau,24.28,Kecil,Oxbow,1.21399999
56,Danau/Situ,2984A,ID-SB.7,Danau Mahat,"Kec. Pangkalan Koto Baru, Kab. Lima Puluh Kota",Sumatera Barat,167.91,Kecil,Paparan banjir,8.39550018
57,Danau/Situ,2992A,ID-RI.25,Danau Kotopanjang,"Kec. Tigabelas Koto Kampar, Kab. Kampar",Riau,9135.02,Sedang,Buatan,456.75100708
58,Danau/Situ,3044A,ID-RI.29,Danau Limbungan,"Kec. Rumbai Pesisir, Kab. Pekanbaru",Riau,116.38,Kecil,-,5.81899977
59,Danau/Situ,3200A,ID-RI.15,Danau Girisako,"Kec. Logas Tanah Darat, Kab. Kuantan Sengingi",Riau,47.89,Kecil,-,2.39450002
60,Danau/Situ,3216A,ID-RI.93,Danau Telukkejuit,"Kec. Bandar Seikijang, Kab. Pelalawan",Riau,28.08,Kecil,Oxbow,1.40400004
61,Danau/Situ,3317A,ID-RI.7,Danau Bawah,"Kec. Dayun, Kab. Siak",Riau,379.42,Kecil,-,18.97100067
62,Danau/Situ,3318A,ID-RI.78,Tasik Burung,"Kec. Sungai Apit, Kab. Siak",Riau,21.78,Kecil,-,1.08899999
63,Danau/Situ,3319A,ID-RI.81,Tasik Kutub,"Kec. Teluk Meranti, Kab. Pelalawan",Riau,24.88,Kecil,-,1.24399996
64,Danau/Situ,3320A,ID-RI.83,Tasik Metus,"Kec. Dayun, Kab. Siak",Riau,215.66,Kecil,-,10.78299999
65,Danau/Situ,3321A,ID-RI.46,Danau Pulau Besar,"Kec. Dayun, Kab. Siak",Riau,2011.66,Sedang,-,100.58300018
66,Danau/Situ,3322A,ID-RI.75,Tasik Belat,"Kec. Sungai Apit, Kab. Siak",Riau,178.87,Kecil,-,8.94349957
67,Danau/Situ,3323A,ID-RI.76,Tasik Besarserkap,"Kec. Teluk Meranti, Kab. Pelalawan",Riau,511.62,Kecil,-,25.58099937
68,Danau/Situ,3324A,ID-RI.82,Tasik Lakar,"Kec. Teluk Meranti, Kab. Pelalawan",Riau,24.9,Kecil,-,1.245
69,Danau/Situ,3326A,ID-RI.85,Tasik Sangar,"Kec. Teluk Meranti, Kab. Pelalawan",Riau,76.44,Kecil,-,3.82200003
70,Danau/Situ,3403A,ID-RI.105,Noname,"Kec. Teluk Meranti, Kab. Pelalawan",Riau,55.76,Kecil,-,2.78800011
71,Danau/Situ,3406A,ID-RI.102,Noname,"Kec. Sungai Apit, Kab. Siak",Riau,86.8,Kecil,-,4.34000015
72,Danau/Situ,3414A,ID-RI.11,Danau Bunga Tujuh,"Kec. Dumai Timur, Kab. Dumai",Riau,118.97,Kecil,-,5.94850016
73,Danau/Situ,3417A,ID-RI.45,Danau Pulai,"Kec. Tanah Putih, Kab. Rokan Hilir",Riau,70.41,Kecil,Oxbow,3.52049994
74,Danau/Situ,3418A,ID-RI.53,Danau Raya,"Kec. Tanah Putih, Kab. Rokan Hilir",Riau,42.24,Kecil,Oxbow,2.11199999
75,Danau/Situ,3420A,ID-RI.56,Danau Sarkardua,"Kec. Tanah Putih, Kab. Rokan Hilir",Riau,40.65,Kecil,Oxbow,2.03250003
76,Danau/Situ,3421A,ID-RI.61,Danau Simoring,"Kec. Tanah Putih, Kab. Rokan Hilir",Riau,35.69,Kecil,Oxbow,1.7845
77,Danau/Situ,3500A,ID-RI.99,Waduk PT.ADEI,"Kec. Pinggir, Kab. Bengkalis",Riau,40.45,Kecil,Buatan,2.02250004
78,Danau/Situ,3553A,ID-RI.64,Danau Sundang,"Kec. Tanah Putih, Kab. Rokan Hilir",Riau,27.36,Kecil,Oxbow,1.36800003
79,Danau/Situ,3572A,ID-RI.72,Tasik Baganbelado Besar,"Kec. Pinggir, Kab. Bengkalis",Riau,713.06,Kecil,-,35.65299988
80,Danau/Situ,3573A,ID-RI.73,Tasik Baganbelado Kecil,"Kec. Pinggir, Kab. Bengkalis",Riau,27.93,Kecil,-,1.39649999
81,Danau/Situ,3578A,ID-RI.74,Tasik Baru,"Kec. Pinggir, Kab. Bengkalis",Riau,555.32,Kecil,-,27.76600075
82,Danau/Situ,3585A,ID-RI.77,Tasik Betung,"Kec. Sungai Mandau, Kab. Siak",Riau,274.26,Kecil,-,13.7130003
83,Danau/Situ,3587A,ID-RI.80,Tasik Katialau,"Kec. Pinggir, Kab. Bengkalis",Riau,868.33,Kecil,-,43.41650009
84,Danau/Situ,3605A,ID-RI.88,Tasik Tangkalansiam,"Kec. Pinggir, Kab. Bengkalis",Riau,525.06,Kecil,-,26.25300026
85,Danau/Situ,3610A,ID-RI.84,Tasik Samak Baru,"Kec. Pinggir, Kab. Bengkalis",Riau,110.45,Kecil,-,5.52250004
86,Danau/Situ,3614A,ID-RI.86,Tasik Serai,"Kec. Pinggir, Kab. Bengkalis",Riau,1540.61,Sedang,-,77.03050232
87,Danau/Situ,3615A,ID-RI.87,Tasik Sigalanggang,"Kec. Pinggir, Kab. Bengkalis",Riau,118.63,Kecil,-,5.93149996
88,Danau/Situ,3621A,ID-RI.90,Tasik Tombatusonsang,"Kec. Pinggir, Kab. Bengkalis",Riau,327.54,Kecil,-,16.37700081
89,Danau/Situ,3631A,ID-RI.89,Tasik Tanjung Padang,"Kec. Tasik Putri Puyu, Kab. Kepulauan Meranti",Riau,207.38,Kecil,-,10.36900043
90,Danau/Situ,3821A,ID-JA.11,Danau Kerinci,"Kec. Keliling Danau dan Danau Kerinci, Kab. Kerinci",Jambi,4516.83,Sedang,Tekto-Vulkanik,225.84199524
91,Danau/Situ,3822A,ID-SS.13,Danau Ranau,"Kec. Banding Agung, Buay Pematang Ribuan Tengah, Warkuk Ranau Selatan, dan Lumbok Seminung, Kab. Ogan Komering Ulu dan Lampung Barat",Sumatera Selatan,12630.66,Besar,Tekto-vulkanik,631.53302002
92,Danau/Situ,3887A,ID-KR.9,Waduk Sei Ladi,"Kec. Lubuk Raja, Kota Batam",Kepulauan Riau,108.82,Kecil,-,5.44099998
93,Danau/Situ,3952A,ID-KR.8,Waduk Sei Harapan,"Kec. Sekupang, Kota Batam",Kepulauan Riau,81.78,Kecil,-,4.08900023
94,Danau/Situ,4254A,ID-KR.6,Danau Pulai,"Kec. Tanjung Pinang Timur, Kota Tanjung Pinang",Kepulauan Riau,52.01,Kecil,-,2.60050011
95,Danau/Situ,4423A,ID-KR.1,Waduk Duriangkang,"Kec. Sei Beduk, Kota Batam",Kepulauan Riau,2155.46,Sedang,Buatan,107.77300262
96,Danau/Situ,4631A,ID-KR.26,Noname,"Kec. Tebing, Kab. Karimun",Kepulauan Riau,50.7,Kecil,-,2.53500009
97,Danau/Situ,4860A,ID-KR.25,Noname 2,"Kec. Meral, Kab. Karimun",Kepulauan Riau,23.76,Kecil,-,1.18799996
98,Danau/Situ,5300A,ID-KR.25,Noname 1,"Kec. Karimun, Kab. Karimun",Kepulauan Riau,25.11,Kecil,-,1.25549996
99,Danau/Situ,5361A,ID-ST.7,Danau Tiu,"Kec. Petasia Barat, Kab. Morowali Utara",Sulawesi Tengah,155.02,Kecil,Tektonik,7.75099993
100,Danau/Situ,5365A,ID-ST.8,Danau Tiu,"Kec. Petasia Barat, Kab. Morowali Utara",Sulawesi Tengah,39.81,Kecil,Tektonik,1.99049997
101,Danau/Situ,5370A,ID-ST.10,Rano Kodi,"Kec. Bungku Utara, Kab. Morowali Utara",Sulawesi Tengah,247.89,Kecil,-,12.39449978
102,Danau/Situ,5371A,ID-ST.9,Rano Bae,"Kec. Bungku Utara, Kab. Morowali Utara",Sulawesi Tengah,496.11,Kecil,-,24.80550003
103,Danau/Situ,5452A,ID-SA.4,Danau Tondano,"Kec. Eris, Kab. Minahasa",Sulawesi Utara,4662.44,Sedang,Vulkanik,233.12199402
104,Danau/Situ,5476A,ID-SA.1,Danau Linow,"Kec. Tomohon Selatan, Kab. Kota Tomohon",Sulawesi Utara,44.63,Kecil,-,2.23149991
105,Danau/Situ,5480A,ID-SA.25,Luah Bulilin,"Kec. Tombatu, Kab. Minahasa Tenggara",Sulawesi Utara,22.96,Kecil,-,1.148
106,Danau/Situ,5493A,ID-SA.12,Tabang Babakan,"Kec. Kotabunan, Kab. Bolaang Mongondow Timur",Sulawesi Utara,41.8,Kecil,-,2.08999991
107,Danau/Situ,5506A,ID-SA.9,Danau Bunong,"Kec. Tutuyan, Kab. Bolaang Mongondow Timur",Sulawesi Utara,187.18,Kecil,-,9.35900021
108,Danau/Situ,5507A,ID-SA.7,Danau Moat,"Kec. Modayag, Kab. Bolaang Mongondow Timur",Sulawesi Utara,657.99,Kecil,-,32.8995018
109,Danau/Situ,5509A,ID-SA.11,Danau Iloloi,"Kec. Maesaan, Kab. Minahasa Selatan",Sulawesi Utara,33.14,Kecil,-,1.65699995
110,Danau/Situ,5512A,ID-SA.10,Danow Pononotokan,"Kec. Nuangan, Kab. Bolaang Mongondow Timur",Sulawesi Utara,38.07,Kecil,-,1.90349996
111,Danau/Situ,5622A,ID-SN.20,Bendungan Bili-Bili,"Kec. Parangloe, Kab. Gowa",Sulawesi Selatan,885.09,Kecil,-,44.25450134
112,Danau/Situ,5626A,ID-SN.13,Danau Mawang,"Kec. Somba, Kab. Gowa",Sulawesi Selatan,55.31,Kecil,-,2.76550007
113,Danau/Situ,5638A,ID-SN.37,Waduk Borong,"Kec. Manggala, Kab. Kota Makassar",Sulawesi Selatan,35.35,Kecil,-,1.76750004
114,Danau/Situ,5672A,ID-SN.21,Bendungan Salomekko,"Kec. Salomekko, Kab. Bone",Sulawesi Selatan,61.98,Kecil,-,3.09899998
115,Danau/Situ,5728A,ID-SN.10,Taparang Lampuleng,"Kec. Tempe, Kab. Wajo",Sulawesi Selatan,272.33,Kecil,-,13.6164999
116,Danau/Situ,5732A,ID-SN.7,Taparang Lasepang,"Kec. Majauleng, Kab. Wajo",Sulawesi Selatan,120.32,Kecil,-,6.01599979
117,Danau/Situ,5735A,ID-SN.15,Danau Tempe,"Kec. Tana, Kab. Wajo",Sulawesi Selatan,9246.43,Sedang,Paparan Banjir,462.32199097
118,Danau/Situ,5740A,ID-SN.16,Danau Lapompakka,"Kec. Anabanua, Kab. Wajo",Sulawesi Selatan,271.43,Kecil,-,13.57149982
119,Danau/Situ,5743A,ID-SN.17,Danau Sidenreng,"Kec. Mojong, Kab. Sidenreng Rappang",Sulawesi Selatan,3391.58,Sedang,Paparan Banjir,169.57899475
120,Danau/Situ,5767A,ID-SN.23,Waduk Kalola,"Kec. Maniangpajo, Kab. Wajo",Sulawesi Selatan,654.66,Kecil,-,32.73300171
121,Danau/Situ,5832A,ID-ST.5,Danau Poso,"Kec. Pamona Barat, Pamona Selatan, Pamona Tenggara dan Pamona timur, Kab. Poso",Sulawesi Tengah,36745.31,Besar,Tektonik,1837.27001953
122,Danau/Situ,5836A,ID-ST.4,Danau Lindu,"Kec. Lindu, Kab. Sigi",Sulawesi Tengah,3521.24,Sedang,Tektonik,176.06199646
123,Danau/Situ,5837A,ID-ST.22,Rano Wanga,"Kec. Lore Utara, Kab. Poso",Sulawesi Tengah,22.09,Kecil,-,1.10450006
124,Danau/Situ,5871A,ID-ST.12,Rano Patawu,"Kec. Poso Pesisir Utara, Kab. Poso",Sulawesi Tengah,68.33,Kecil,-,3.41650009
125,Danau/Situ,6032A,ID-SN.6,Danau Tapara Masapi,"Kec. Wasuponda, Kab. Luwu Timur",Sulawesi Selatan,245.23,Kecil,-,12.26150036
126,Danau/Situ,6043A,ID-SN.9,Danau Lontoa,"Kec. Towuti, Kab. Luwu Timur",Sulawesi Selatan,238.65,Kecil,Tektonik,11.93249989
127,Danau/Situ,6051A,ID-SN.2,Danau Lawuloi,"Kec. Nuha, Kab. Luwu Timur",Sulawesi Selatan,228.82,Kecil,-,11.44099998
128,Danau/Situ,6053A,ID-SN.1,Danau Mahalona,"Kec. Towuti, Kab. Luwu Timur",Sulawesi Selatan,2312.27,Sedang,Tektonik,115.61399841
129,Danau/Situ,6058A,ID-SN.3,Danau Matano,"Kec. Nuha, Kab. Luwu Timur",Sulawesi Selatan,16356.01,Besar,Tektonik,817.79998779
130,Danau/Situ,6099A,ID-SN.8,Danau Towuti,"Kec. Timampu, Kab. Luwu Timur",Sulawesi Selatan,58480.62,Besar,Tektonik,2924.0300293
131,Danau/Situ,6164A,ID-GO.5,Danau Limboto,"Kec. Limboto, Kab. Kota Gorontalo",Gorontalo,2204.21,Sedang,Paparan Banjir,110.21099854
132,Danau/Situ,6174A,ID-GO.2,Bulalo Teratai,"Kec. Mananggu, Kab. Boalemo",Gorontalo,27.56,Kecil,-,1.37800002
133,Danau/Situ,6178A,ID-GO.1,Bulalo Bayalo,"Kec. Mananggu, Kab. Boalemo",Gorontalo,72.51,Kecil,-,3.62549996
134,Danau/Situ,6180A,ID-ST.1,Bolano Toga,"Kec. Dondo, Kab. Toli-toli",Sulawesi Tengah,28.0,Kecil,-,1.39999998
135,Danau/Situ,6190A,ID-ST.17,Dano Bolannosau,"Kec. Bolano, Kab. Parigi Moutong",Sulawesi Tengah,82.65,Kecil,-,4.13250017
136,Danau/Situ,6193A,ID-ST.11,Danau Lino,"Kec. Banawa Selatan, Kab. Donggala",Sulawesi Tengah,133.33,Kecil,-,6.66650009
137,Danau/Situ,6194A,ID-ST.3,Danau Rano,"Kec. Balaesang Tanjung, Kab. Donggala",Sulawesi Tengah,283.88,Kecil,-,14.19400024
138,Danau/Situ,6195A,ID-ST.2,Danau Dampelas,"Kec. Damplelas, Kab. Donggala",Sulawesi Tengah,583.13,Kecil,-,29.15649986
139,Danau/Situ,6244A,ID-SG.2,Danau Airasin," Kec. Mawasangka Timur, Kab. Buton Tengah",Sulawesi Tenggara,51.21,Kecil,-,2.56049991
140,Danau/Situ,6295A,ID-PA.52,Danau Dasandoi,"Kec.Andey, Kab.Biak Numfor",Papua,136.32,Kecil,-,6.81599998
141,Danau/Situ,6300A,ID-PA.94,Danau Tikimado,"Kec.Mimika Barat, Kab.Mimika",Papua,26.25,Kecil,-,1.3125
142,Danau/Situ,6323A,ID-PA.57,Danau Tigi,"Kec.Tigi, Kab.Deiyai",Papua,3021.02,Sedang,Tektonik,151.05099487
143,Danau/Situ,6324A,ID-PA.14,Telaga Airmenado,"Kec.Napan, Kab.Nabire",Papua,37.81,Kecil,-,1.89049995
144,Danau/Situ,6325A,ID-PA.8,Telaga Makra,"Kec.Wapoga, Kab.Waropen",Papua,269.13,Kecil,-,13.45650005
145,Danau/Situ,6326A,ID-PA.5,Telaga Pegi,"Kec.Wapoga, Kab.Nabire",Papua,20.37,Kecil,-,1.01849997
146,Danau/Situ,6327A,ID-PA.100,Telaga Tohekewa,"Kec.Wapoga, Kab.Nabire",Papua,20.66,Kecil,-,1.03299999
147,Danau/Situ,6328A,ID-PA.4,Telaga Totoberi,"Kec.Wapoga, Kab.Nabire",Papua,34.2,Kecil,-,1.71000004
148,Danau/Situ,6329A,ID-PA.28,Telaga Waisaro,"Kec.Wapoga, Kab.Nabire",Papua,370.04,Kecil,-,18.50200081
149,Danau/Situ,6330A,ID-PA.15,Telaga Yaruwi,"Kec.Wapoga, Kab.Nabire",Papua,208.95,Kecil,-,10.44750023
150,Danau/Situ,6331A,ID-PA.68,Telaga Yaruwi Kecil,"Kec.Wapoga, Kab.Nabire",Papua,34.32,Kecil,-,1.71599996
151,Danau/Situ,6345A,ID-PA.156,Noname 39,"Kec. Mamberamo ilir, Kab. Mamberamo Raya",Papua,31.51,Kecil,-,1.57550001
152,Danau/Situ,6346A,ID-PA.140,Noname 23,"Kec. Mamberamo ilir, Kab. Mamberamo Raya",Papua,139.19,Kecil,-,6.95949984
153,Danau/Situ,6352A,ID-PA.158,Noname 41,"Kec. Mamberamo ilir, Kab. Mamberamo Raya",Papua,23.58,Kecil,-,1.17900002
154,Danau/Situ,6364A,ID-PA.188,Noname 71,"Kec. Sawai, Kab. Mamberamo Raya",Papua,438.84,Kecil,-,21.94199944
155,Danau/Situ,6405A,ID-PA.134,Noname 17,"Kec. Sawai, Kab. Mamberamo Raya",Papua,21.26,Kecil,-,1.06299996
156,Danau/Situ,6418A,ID-PA.136,Noname 19,"Kec. Sawai, Kab. Mamberamo Raya",Papua,296.81,Kecil,-,14.84049988
157,Danau/Situ,6422A,ID-PA.135,Noname 18,"Kec. Sawai, Kab. Mamberamo Raya",Papua,111.94,Kecil,-,5.59700012
158,Danau/Situ,6424A,ID-PA.192,Noname 75,"Kec. Sawai, Kab. Mamberamo Raya",Papua,26.92,Kecil,-,1.34599996
