objectid,remark,kode2,id,nama_danau,lokasi,provinsi,luas_ha_,klasifikas,tipe,pot_mw
621,Waduk,6220 WA,ID-JI.5,Bendungan Wlingi Raya,"Kec. Tayun dan Sutojayan, Kab. Blitar",Jawa Timur,65.15,Kecil,Buatan,3.25749993
622,Waduk,6221 WA,ID-KB.39,Bendungan Merowi,"Kec. 	Menyuke	, 	Kab. 	Sanggau",Kalimantan Barat,65.13,Kecil,Buatan,3.25650001
623,Danau,20320A,ID-JB.22,Danau Cipule,"Kec. Telukjambe Barat, Kab. Karawang",Jawa Barat,64.89,Kecil,Buatan,3.24449992
624,Danau,20321A,ID-KB.92,Noname 53,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,64.62,Kecil,Oxbow,3.23099995
625,Danau,20323A,ID-PA.263,Noname 146,"Kec. Pantai Timur, Kab. Sarmi",Papua,63.48,Kecil,-,3.17400002
626,Danau,20324A,ID-PA.262,Noname 145,"Kec. Pantai Timur, Kab. Sarmi",Papua,27.21,Kecil,-,1.36049998
627,Danau,20325A,ID-PA.221,Noname 104,"Kec. Kimaam, Kab. Merauke",Papua,75.18,Kecil,-,3.75900006
628,Danau,20326A,ID-PA.222,Noname 105,"Kec. Kimaam, Kab. Merauke",Papua,53.14,Kecil,-,2.65700006
629,Danau,20327A,ID-PA.220,Noname 103,"Kec. Kimaam, Kab. Merauke",Papua,21.21,Kecil,-,1.06050003
630,Danau,20328A,ID-KT.229,Noname 150,"Kec. 	Dusun Selatan	, 	Kab. 	Barito Selatan",Kalimantan Tengah,62.49,Kecil,-,3.12450004
631,Danau,20329A,ID-KB.26,Danau Kemateyan,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,62.47,Kecil,Paparan Banjir,3.12350011
632,Danau,20330A,ID-KB.27,Danau Tunggal,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,42.65,Kecil,Paparan Banjir,2.13249993
633,Danau,20331A,ID-RI.22,Danau Klanghat,"Kec. Kuala Cenaku, Kab. Indragiri Hulu",Riau,61.9,Kecil,Paparan banjir,3.09500003
634,Danau,20332A,ID-PA.454,Noname 337,"Kec. Jair, Kab. Boven Digoel",Papua,60.87,Kecil,Oxbow,3.04349995
635,Danau,20333A,ID-JI.304,Noname 2,"Kec. Bringin, Kab. Ngawi",Jawa Timur,59.93,Kecil,Buatan,2.99650002
636,Danau,20334A,ID-KT.157,Noname 78,"Kec. 	Katingan Hilir	, 	Kab. 	Katingan",Kalimantan Tengah,58.85,Kecil,Oxbow,2.94250011
637,Danau,20335A,ID-KS.47,Noname 25,"Kec. 	Jorong	, 	Kab. 	Tanahlaut",Kalimantan Selatan,58.68,Kecil,-,2.93400002
638,Danau,20336A,ID-KT.232,Noname 153,"Kec. 	Dusun Utara	, 	Kab. 	Barito Selatan",Kalimantan Tengah,58.54,Kecil,Oxbow,2.92700005
639,Danau,20337A,ID-JI.46,Ranu Kembar,"Kec. Tiris , Kab. Probolinggo",Jawa Timur,57.95,Kecil,Vulkanik,2.89750004
640,Danau,20338A,ID-JI.59,Ranu Semokah,"Kec. Tiris , Kab. Probolinggo",Jawa Timur,25.79,Kecil,Vulkanik,1.2895
641,Danau,20339A,ID-KB.11,Danau Pangkalnyelipan,"Kec. 	Suhaid	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,57.5,Kecil,Paparan Banjir,2.875
642,Danau,20340A,ID-KT.212,Noname 133,"Kec. 	Banamatingang	, 	Kab. 	Pulang Pisau",Kalimantan Tengah,56.63,Kecil,Oxbow,2.83150005
643,Danau,20341A,ID-KB.25,Danau Asam,"Kec. 	Manis Mata	, 	Kab. 	Ketapang",Kalimantan Barat,55.92,Kecil,-,2.796
644,Danau,20342A,ID-KT.226,Noname 147,"Kec. 	Dusun Selatan	, 	Kab. 	Barito Selatan",Kalimantan Tengah,54.22,Kecil,Oxbow,2.71099997
645,Danau,20343A,ID-KS.430,Noname 408,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,53.42,Kecil,-,2.671
646,Danau,20344A,ID-KS.750,Noname 728,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,37.05,Kecil,-,1.85249996
647,Danau,20345A,ID-JI.39,Ranu Air,"Kec. Ranuyoso, Kab. Lumajang",Jawa Timur,53.28,Kecil,Vulkanik,2.66400003
648,Danau,20346A,ID-JI.61,Ranu Wurung,"Kec. Ranuyoso, Kab. Lumajang",Jawa Timur,45.24,Kecil,Vulkanik,2.26200008
649,Danau,20347A,ID-JI.43,Ranu Gunungparang,"Kec. Ranuyoso, Kab. Lumajang",Jawa Timur,32.36,Kecil,Vulkanik,1.61800003
650,Danau,20348A,ID-PA.437,Noname 320,"Kec. Megambilis, Kab. Mamberamo Tengah",Papua,50.68,Kecil,-,2.53399992
651,Danau,20349A,ID-PA.436,Noname 319,"Kec. Megambilis, Kab. Mamberamo Tengah",Papua,22.86,Kecil,-,1.14300001
652,Danau,20350A,ID-KS.927,Noname 905,"Kec. 	Murungpundak	, 	Kab. 	Tabalong",Kalimantan Selatan,49.46,Kecil,Oxbow,2.47300005
653,Danau,20351A,ID-KB.114,Noname 75,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,48.96,Kecil,Oxbow,2.44799995
654,Danau,20352A,ID-KS.979,Noname 957,"Kec. 	Jorong	, 	Kab. 	Tanahlaut",Kalimantan Selatan,47.63,Kecil,Bekas tambang,2.38150001
655,Danau,20353A,ID-KT.217,Noname 138,"Kec. 	Kahayan Tengah	, 	Kab. 	Pulang Pisau",Kalimantan Tengah,47.56,Kecil,Oxbow,2.37800002
656,Danau,20354A,ID-KS.520,Noname 498,"Kec. 	Pulausebuku	, 	Kab. 	Kotabaru",Kalimantan Selatan,47.48,Kecil,-,2.37400007
657,Danau,20355A,ID-PA.451,Noname 334,"Kec. Jair, Kab. Boven Digoel",Papua,47.32,Kecil,-,2.36599994
658,Danau,20356A,ID-PA.453,Noname 336,"Kec. Mandobo, Kab. Boven Digoel",Papua,82.29,Kecil,-,4.11450005
659,Danau,20357A,ID-PA.452,Noname 335,"Kec. Mandobo, Kab. Boven Digoel",Papua,22.01,Kecil,-,1.10049999
660,Danau,20358A,ID-KI.101,Noname 45,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,46.93,Kecil,-,2.34649992
661,Danau,20359A,ID-KI.319,Noname 263,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,46.05,Kecil,-,2.30250001
662,Danau,20360A,ID-KI.258,Noname 202,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,40.9,Kecil,-,2.04500008
663,Danau,20361A,ID-KI.487,Noname 431,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,39.05,Kecil,-,1.95249999
664,Danau,20362A,ID-KI.486,Noname 430,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,28.81,Kecil,-,1.44050002
665,Danau,20363A,ID-KI.331,Noname 275,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,28.04,Kecil,-,1.40199995
666,Danau,20364A,ID-KI.329,Noname 273,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,24.28,Kecil,-,1.21399999
667,Danau,20365A,ID-KI.111,Noname 55,"Kec. 	Muaralawa	, 	Kab. 	Kutai Barat",Kalimantan Timur,20.95,Kecil,-,1.04750001
668,Danau,20366A,ID-PA.183,Noname 66,"Kec. Sawai, Kab. Mamberamo Raya",Papua,46.89,Kecil,-,2.34450006
669,Danau,20367A,ID-PA.133,Noname 16,"Kec. Sawai, Kab. Mamberamo Raya",Papua,33.35,Kecil,-,1.66750002
670,Danau,20368A,ID-PA.196,Noname 79,"Kec. Sawai, Kab. Mamberamo Raya",Papua,20.75,Kecil,-,1.03750002
671,Danau,20369A,ID-KS.894,Noname 872,"Kec. 	Kelumpang Utara	, 	Kab. 	Kotabaru",Kalimantan Selatan,46.84,Kecil,-,2.34200001
672,Danau,20370A,ID-SS.18,Danau Tampang,"Kec. Pedamaran, Kab. Ogan Komering Ilir",Sumatera Selatan,46.83,Kecil,-,2.34150004
673,Danau,20371A,ID-PA.208,Noname 91,"Kec. Napan, Kab. Nabire",Papua,46.4,Kecil,-,2.31999993
674,Danau,20372A,ID-PA.235,Noname 118,"Kec. Ulilin, Kab. Merauke",Papua,46.26,Kecil,-,2.31299996
675,Danau,20373A,ID-PA.240,Noname 123,"Kec. Ulilin, Kab. Merauke",Papua,30.21,Kecil,-,1.51049995
676,Danau,20374A,ID-PA.125,Noname 8,"Kec. Rofaer, Kab. Mamberamo Raya",Papua,44.66,Kecil,-,2.23300004
677,Danau,20375A,ID-KI.22,Danau Labuan Cermin,"Kec. 	Biduk-Biduk	, 	Kab. 	Berau",Kalimantan Timur,43.94,Kecil,-,2.19700003
678,Danau,20376A,ID-PA.234,Noname 117,"Kec. Ulilin, Kab. Merauke",Papua,105.63,Kecil,-,5.28149986
679,Danau,20377A,ID-PA.272,Noname 155,"Kec. Pantai Timur, Kab. Sarmi",Papua,43.22,Kecil,-,2.16100001
680,Danau,20378A,ID-KU.63,Noname 57,"Kec. 	Tulinonsoi	, 	Kab. 	Nunukan",Kalimantan Utara,43.13,Kecil,-,2.1565001
681,Danau,20379A,ID-KT.196,Noname 117,"Kec. 	Kahayan Tengah	, 	Kab. 	Pulang Pisau",Kalimantan Tengah,43.07,Kecil,Oxbow,2.15350008
682,Danau,20380A,ID-PA.175,Noname 58,"Kec. Mamberamo Ulu, Kab. Mamberamo Raya",Papua,146.72,Kecil,Oxbow,7.33599997
683,Danau,20381A,ID-KS.732,Noname 710,"Kec. 	Kintap	, 	Kab. 	Tanahlaut",Kalimantan Selatan,26.07,Kecil,Bekas tambang,1.30350006
684,Danau,20382A,ID-NT.157,Noname 16,"Kec. Rote Timur, Kab. Kupang",Nusa Tenggara Timur,39.79,Kecil,-,1.98950005
685,Danau,20383A,ID-KB.55,Noname 16,"Kec. 	Bunut Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,39.46,Kecil,Oxbow,1.97300005
686,Danau,20384A,ID-KB.56,Noname 17,"Kec. 	Bunut Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,20.06,Kecil,-,1.00300002
687,Danau,20385A,ID-AC.41,Danau Perupuk,"Kec. Kota Baharu, Kab. Aceh Singkil",Aceh,30.94,Kecil,Oxbow,1.54700005
688,Rawa,20386A,ID-BT.21,Rawa Waluh,"Kec. Gunungkaler, Kab. Tangerang",Banten,39.21,Kecil,-,1.9605
689,Danau,20387A,ID-KS.811,Noname 789,"Kec. 	Sungaipinang	, 	Kab. 	Banjar",Kalimantan Selatan,38.88,Kecil,-,1.94400001
690,Danau,20388A,ID-KT.211,Noname 132,"Kec. 	Kahayan Tengah	, 	Kab. 	Pulang Pisau",Kalimantan Tengah,38.57,Kecil,Oxbow,1.92850006
691,Danau,20389A,ID-KT.426,Noname 347,"Kec. 	Rakumpit	, 	Kab. 	Kota Palangkaraya",Kalimantan Tengah,38.55,Kecil,-,1.92750001
692,Danau,20390A,ID-KS.919,Noname 897,"Kec. 	Kelumpang Utara	, 	Kab. 	Kotabaru",Kalimantan Selatan,37.41,Kecil,-,1.87049997
693,Danau,20391A,ID-BT.17,Rawa Apel,"Kec. Malingping, Kab. Lebak",Banten,37.02,Kecil,-,1.85099995
694,Waduk,1 WA,ID-JT.83,Waduk Banyukuwung,"Kec. Sulang dan Sumber, Kab. Rembang",Jawa Tengah,37.0,Kecil,Buatan,1.85000002
695,Danau,20392A,ID-KS.525,Noname 503,"Kec. 	Kusan Hulu	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,22.54,Kecil,-,1.12699997
696,Danau,20393A,ID-PA.459,Noname 342,"Kec. Jair, Kab. Boven Digoel",Papua,36.54,Kecil,-,1.82700002
697,Waduk,6222 WA,ID-RI.69,Danau Tanjungkudu,"Kec. Rumai dan Minas, Kab. Pekanbaru",Riau,36.28,Kecil,-,1.81400001
698,Danau,20394A,ID-PA.373,Noname 256,"Kec. Yokari, Kab. Jayapura",Papua,36.12,Kecil,-,1.80599999
699,Danau,20395A,ID-KS.15,Danau Ambungan,"Kec. 	Pelaihari	, 	Kab. 	Tanah Laut",Kalimantan Selatan,36.05,Kecil,-,1.80250001
700,Danau,20396A,ID-RI.106,Noname,"Kec. Silaen, Kab. Toba Samosir",Sumatera Utara,35.87,Kecil,-,1.79349995
701,Danau,20397A,ID-KT.177,Noname 98,"Kec. 	Timpah	, 	Kab. 	Kapuas",Kalimantan Tengah,35.71,Kecil,Oxbow,1.78550005
702,Waduk,6223 WA,ID-JI.152,Waduk Bajulmati,"Kec. Wongsorejo dan Banyuputih, Kab. Banyuwangi dan Situbondo",Jawa Timur,35.05,Kecil,Buatan,1.75250006
703,Danau,20399A,ID-PA.264,Noname 147,"Kec. Pantai Timur, Kab. Sarmi",Papua,34.53,Kecil,-,1.72650003
704,Waduk,6224 WA,ID-JT.96,Waduk Greneng,"Kec. Tunjungan, Kab. Blora",Jawa Tengah,33.82,Kecil,Buatan,1.69099998
705,Danau,20401A,ID-BT.92,Noname 27,"Kec. Cikande, Kab. Serang",Banten,33.57,Kecil,-,1.67850006
706,Danau,20402A,ID-KB.141,Noname 102,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,31.45,Kecil,Oxbow,1.57249999
707,Waduk,6225 WA,ID-JK.40,Waduk Marunda,"Kec. Clincing, Kota Jakarta Utara",DKI Jakarta,33.38,Kecil,Buatan,1.66900003
708,Danau,20403A,ID-KI.346,Noname 290,"Kec. 	Kotabangun	, 	Kab. 	Kutaikartanegara",Kalimantan Timur,28.42,Kecil,-,1.421
709,Danau,20404A,ID-KI.347,Noname 291,"Kec. 	Muarawis	, 	Kab. 	Kutaikartanegara",Kalimantan Timur,33.38,Kecil,-,1.66900003
710,Waduk,6226 WA,ID-BA.9,Waduk Gerokgak,"Kec. Gerokrak, Kab. Buleleng",Bali,33.15,Kecil,Buatan,1.65750003
711,Danau,20405A,ID-KS.780,Noname 758,"Kec. 	Mantewe	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,32.62,Kecil,-,1.63100004
712,Danau,20406A,ID-KS.222,Noname 200,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,32.48,Kecil,-,1.62399995
713,Danau,20407A,ID-KS.223,Noname 201,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,32.39,Kecil,-,1.61950004
714,Danau,20408A,ID-KT.87,Noname 8,"Kec. 	Arut Selatan	, 	Kab. 	Kotawaringin Barat",Kalimantan Tengah,32.24,Kecil,Oxbow,1.61199999
715,Danau,20409A,ID-PA.280,Noname 163,"Kec. Bonggo Timur, Kab. Sarmi",Papua,32.23,Kecil,-,1.61150002
716,Danau,20410A,ID-KT.166,Noname 87,"Kec. 	Kamipang	, 	Kab. 	Katingan",Kalimantan Tengah,32.2,Kecil,Oxbow,1.61000001
717,Danau,20411A,ID-KT.156,Noname 77,"Kec. 	Pulau Malan	, 	Kab. 	Katingan",Kalimantan Tengah,32.07,Kecil,Oxbow,1.60350001
718,Danau,20412A,ID-AC.29,Danau Perupuk,"Kec. Kota Baharu, Kab. Aceh Singkil",Aceh,39.25,Kecil,Paparan banjir,1.96249998
719,Danau,20413A,ID-PA.210,Noname 93,"Kec. Napan, Kab. Nabire",Papua,30.9,Kecil,-,1.54499996
720,Danau,20414A,ID-PA.212,Noname 95,"Kec. Makimi, Kab. Nabire",Papua,29.7,Kecil,-,1.48500001
721,Danau,20415A,ID-KS.5,Danau Galuh Cempaka,"Kec. 	Cempaka	, 		Kota Banjarbaru",Kalimantan Selatan,29.6,Kecil,Buatan,1.48000002
722,Danau,20416A,ID-KB.160,Noname 121,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,29.5,Kecil,Oxbow,1.47500002
723,Danau,20417A,ID-KB.162,Noname 123,"Kec. 	Embaloh Hilir	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,29.07,Kecil,Oxbow,1.45350003
724,Danau,20418A,ID-JI.312,Noname 10,"Kec. Ngasem, Kab. Bojonegoro",Jawa Timur,29.19,Kecil,-,1.45949996
725,Danau,20419A,ID-KS.870,Noname 848,"Kec. 	Pamukan Selatan	, 	Kab. 	Kotabaru",Kalimantan Selatan,28.79,Kecil,-,1.43949997
726,Danau,20420A,ID-KS.865,Noname 843,"Kec. 	Pamukan Selatan	, 	Kab. 	Kotabaru",Kalimantan Selatan,27.11,Kecil,-,1.35549998
727,Danau,20421A,ID-KS.866,Noname 844,"Kec. 	Pamukan Selatan	, 	Kab. 	Kotabaru",Kalimantan Selatan,20.73,Kecil,-,1.03649998
728,Danau,20422A,ID-KS.221,Noname 199,"Kec. 	Sungailoban	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,28.78,Kecil,-,1.43900001
729,Danau,20424A,ID-KB.137,Noname 98,"Kec. 	Putussibau Utara	, 	Kab. 	Kapuas Hulu",Kalimantan Barat,28.72,Kecil,Oxbow,1.43599999
730,Danau,20426A,ID-KT.164,Noname 85,"Kec. 	Kamipang	, 	Kab. 	Katingan",Kalimantan Tengah,26.61,Kecil,-,1.33050001
731,Danau,20428A,ID-KT.171,Noname 92,"Kec. 	Timpah	, 	Kab. 	Kapuas",Kalimantan Tengah,28.5,Kecil,Oxbow,1.42499995
732,Danau,20430A,ID-KS.583,Noname 561,"Kec. 	Kintap	, 	Kab. 	Tanahlaut",Kalimantan Selatan,28.47,Kecil,-,1.42349994
733,Danau,20431A,ID-KS.745,Noname 723,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,28.39,Kecil,Bekas tambang,1.41949999
734,Danau,20432A,ID-KT.266,Noname 187,"Kec. 	Teweh Timur	, 	Kab. 	Barito Utara",Kalimantan Tengah,28.35,Kecil,-,1.41750002
735,Danau,20433A,ID-KU.34,Noname 28,"Kec. 	Sesayap Hilir	, 	Kab. 	Tanatidung",Kalimantan Utara,28.35,Kecil,-,1.41750002
736,Danau,20434A,ID-KU.35,Noname 29,"Kec. 	Sesayap Hilir	, 	Kab. 	Tanatidung",Kalimantan Utara,22.45,Kecil,-,1.12249994
737,Danau,20435A,ID-KU.61,Noname 55,"Kec. 	Sesayap Hilir	, 	Kab. 	Tanatidung",Kalimantan Utara,21.6,Kecil,-,1.08000004
738,Danau,20437A,ID-KU.55,Noname 49,"Kec. 	Sembakung	, 	Kab. 	Nunukan",Kalimantan Utara,28.26,Kecil,Oxbow,1.41299999
739,Danau,20438A,ID-KU.56,Noname 50,"Kec. 	Sembakung	, 	Kab. 	Nunukan",Kalimantan Utara,25.9,Kecil,Oxbow,1.29499996
740,Danau,20439A,ID-KU.59,Noname 53,"Kec. 	Sembakung	, 	Kab. 	Nunukan",Kalimantan Utara,23.05,Kecil,Oxbow,1.15250003
741,Danau,20441A,ID-KT.240,Noname 161,"Kec. 	Bukit Batu	, 	Kab. 	Kota Palangkaraya",Kalimantan Tengah,301.88,Kecil,-,15.09399986
742,Danau,20442A,ID-NT.128,Ramuk Rinu,"Kec. Lewa, Kab. Sumba Timur",Nusa Tenggara Timur,27.58,Kecil,-,1.37899995
743,Waduk,6227 WA,ID-JI.208,Waduk Nipah,"Kec. Banyates, Kab. Sampang",Jawa Timur,27.55,Kecil,Buatan,1.37750006
744,Danau,20443A,ID-KT.428,Noname 349,"Kec. 	Bukit Batu	, 	Kab. 	Kota Palangkaraya",Kalimantan Tengah,26.63,Kecil,Oxbow,1.33150005
745,Danau,20444A,ID-JI.13,Danau Besuki,"Kec. Jabon, Kab. Sidoarjo",Jawa Timur,26.4,Kecil,Buatan,1.32000005
746,Danau,20445A,ID-KT.159,Noname 80,"Kec. 	Tasikpayawan	, 	Kab. 	Katingan",Kalimantan Tengah,267.5,Kecil,Oxbow,13.375
747,Danau,20446A,ID-KT.158,Noname 79,"Kec. 	Tasikpayawan	, 	Kab. 	Katingan",Kalimantan Tengah,26.17,Kecil,Oxbow,1.30850005
748,Danau,20447A,ID-KS.482,Noname 460,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,20.77,Kecil,-,1.03849995
749,Danau,20448A,ID-KS.564,Noname 542,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,24.09,Kecil,-,1.20449996
750,Danau,20449A,ID-KS.49,Noname 27,"Kec. 	Jorong	, 	Kab. 	Tanahlaut",Kalimantan Selatan,25.85,Kecil,Bekas tambang,1.29250002
751,Danau,20450A,ID-KS.48,Noname 26,"Kec. 	Jorong	, 	Kab. 	Tanahlaut",Kalimantan Selatan,24.8,Kecil,Bekas tambang,1.24000001
752,Danau,20451A,ID-KS.110,Noname 88,"Kec. 	Jorong	, 	Kab. 	Tanahlaut",Kalimantan Selatan,24.78,Kecil,Bekas tambang,1.23899996
753,Danau,20452A,ID-KS.150,Noname 128,"Kec. 	Simpangempat	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,25.8,Kecil,-,1.28999996
754,Danau,20453A,ID-BT.57,Situ Rawa Pondok,"Kec. Sindangjaya, Kab. Tangerang",Banten,25.43,Kecil,Buatan,1.27149999
755,Danau,20454A,ID-JI.62,Ranu Yoso,"Kec. Ranu Yoso, Kab. Lumajang",Jawa Timur,25.08,Kecil,Vulkanik,1.25399995
756,Danau,20455A,ID-KT.84,Noname 5,"Kec. 	Kotawaringin Lama	, 	Kab. 	Kotawaringin Barat",Kalimantan Tengah,24.96,Kecil,Oxbow,1.24800003
757,Danau,20456A,ID-PA.311,Noname 194,"Kec. Dumadama, Kab. Paniai",Papua,24.87,Kecil,-,1.24349999
758,Danau,20457A,ID-KU.72,Noname 66,"Kec. 	Sebuku	, 	Kab. 	Nunukan",Kalimantan Utara,24.73,Kecil,-,1.23650002
759,Danau,20458A,ID-KS.923,Noname 901,"Kec. 	Kelumpang Utara	, 	Kab. 	Kotabaru",Kalimantan Selatan,24.14,Kecil,-,1.20700002
760,Danau,20459A,ID-KI.547,Noname 491,"Kec. 	Siluqngurai	, 	Kab. 	Kutai Barat",Kalimantan Timur,23.81,Kecil,-,1.19050002
761,Danau,20460A,ID-PA.182,Noname 65,"Kec. Mamberamo Ulu, Kab. Mamberamo Raya",Papua,22.9,Kecil,-,1.14499998
762,Danau,20461A,ID-KT.105,Noname 26,"Kec. 	Jekan Raya	, 	Kab. 	Kota Palangkaraya",Kalimantan Tengah,22.88,Kecil,Oxbow,1.14400005
763,Danau,20462A,ID-KS.508,Noname 486,"Kec. 	Satui	, 	Kab. 	Tanahbumbu",Kalimantan Selatan,22.8,Kecil,Bekas tambang,1.13999999
764,Danau,20463A,ID-PA.226,Noname 109,"Kec. Sota, Kab. Merauke",Papua,22.43,Kecil,-,1.12150002
765,Danau,20464A,ID-KT.75,Danau Salue,"Kec. 	Kurun 	, 	Kab. 	Gunungmas",Kalimantan Tengah,22.2,Kecil,-,1.11000001
766,Danau,20465A,ID-JB.520,Noname 216,"Kec. Telukjambe Barat, Kab. Karawang",Jawa Barat,22.15,Kecil,-,1.10749996
767,Danau,20466A,ID-PA.206,Noname 89,"Kec. Wapoga, Kab. Nabire",Papua,21.71,Kecil,-,1.0855
768,Danau,20467A,ID-JB.145,Situ Cangkuang,"Kec. Leles, Kab. Garut",Jawa Barat,21.68,Kecil,-,1.08399999
769,Danau,20468A,ID-PA.180,Noname 63,"Kec. Mamberamo Ulu, Kab. Mamberamo Raya",Papua,21.16,Kecil,-,1.05799997
770,Danau,20469A,ID-KT.48,Danau Tahai,"Kec. 	Bukitbatu	, 		Kota Palangkaraya",Kalimantan Tengah,20.84,Kecil,Oxbow,1.04200006
771,Danau,20470A,ID-KS.733,Noname 711,"Kec. 	Kintap	, 	Kab. 	Tanahlaut",Kalimantan Selatan,20.81,Kecil,Bekas tambang,1.04050004
772,Danau,20471A,ID-KR.17,Noname,"Kec. Kota Batam, Kota Batam",Kepulauan Riau,20.53,Kecil,-,1.02649999
773,Danau,20472A,ID-KU.68,Noname 62,"Kec. 	Sembakung	, 	Kab. 	Nunukan",Kalimantan Utara,20.52,Kecil,Oxbow,1.02600002
774,Danau,20473A,ID-KU.74,Noname 68,"Kec. 	Sembakung Atulai	, 	Kab. 	Nunukan",Kalimantan Utara,36.8,Kecil,Oxbow,1.84000003
775,Danau,20474A,ID-SS.37,Noname,"Kec. Gandus, Kab. Ogan Ilir",Sumatera Selatan,20.47,Kecil,-,1.02349997
776,Danau,20475A,ID-BT.242,Noname 177,"Kec. Kemiri, Kab. Tangerang",Banten,20.41,Kecil,Buatan,1.02049994
777,Danau,20476A,ID-PA.205,Noname 88,"Kec. Wapoga, Kab. Nabire",Papua,20.36,Kecil,-,1.01800001
778,Danau,20477A,ID-KU.70,Noname 64,"Kec. 	Malinau Utara	, 	Kab. 	Nunukan",Kalimantan Utara,20.15,Kecil,Oxbow,1.00750005
779,Waduk,6228 WA,ID-KI.54,Waduk Sesulu,"Kec. 	Waru	, 	Kab. 	Penajam Paser Utara",Kalimantan Timur,20.12,Kecil,Buatan,1.00600004
780,Danau,20478A,ID-SS.26,Noname,"Kec. Pangkalanlampam, Kab. Ogan Komering Ilir",Sumatera Selatan,1273.73,Sedang,-,63.68650055
781,Danau,20479A,ID-PA.462,Noname 345,"Kec. Jair, Kab. Boven Digoel",Papua,86.47,Kecil,-,4.32350016
782,Danau,20480A,ID-SU.14,Danau Pea Sihotang,"Kec. Lintong Nihutan, Kab. Humbang Hasundutan",Sumatera Utara,77.07,Kecil,-,3.85349989
783,Danau,20481A,ID-KU.71,Noname 65,"Kec. 	Tulinonsoi	, 	Kab. 	Nunukan",Kalimantan Utara,27.17,Kecil,Oxbow,1.3585
